일자,지역,문화취미-영화관,숙박,약국,연료,유통업영리 - 편의점,일반휴게,학원,기타,전체금액
2026-06-01,기타,0,0,1389300,20000,129800,2870224,9378000,22250277,36037601
2026-06-02,기타,0,0,1233000,130000,129950,2981800,11857400,25329674,41661824
2026-06-03,기타,0,0,1335800,0,114900,4739000,2755200,17208715,26153615
2026-06-04,기타,0,0,1702740,80000,139850,2076200,4807000,23523794,32329584
2026-06-05,기타,0,0,1349430,50000,163910,2970100,4690000,22106667,31330107
2026-06-06,기타,0,0,1234000,0,125250,3426600,522500,14605263,19913613
2026-06-07,기타,0,0,1051500,60000,241850,3083950,1294000,10654870,16386170
2026-06-08,기타,0,0,1683260,50000,119800,3343200,2723000,21051755,28971015
2026-06-09,기타,0,0,881800,0,313750,2590800,2400000,21715749,27902099
2026-06-10,기타,0,0,1050240,289475,76300,3622800,1510000,21121501,27670316
2026-06-11,기타,0,0,1006250,0,269430,2515300,2665000,25436411,31892391
2026-06-12,기타,0,0,1111810,0,184600,3347300,1015000,16695482,22354192
2026-06-13,기타,0,0,921800,3000,213600,3685200,805000,18693254,24321854
2026-06-14,기타,0,0,1101800,0,175870,2995500,15000,11241745,15529915
2026-06-15,기타,0,0,1304840,60000,225720,2918800,850000,30308837,35668197
2026-06-16,기타,0,0,774100,50000,232700,3004700,540000,31431570,36033070
2026-06-17,기타,0,0,3000,231900,165240,3094000,0,31864747,35358887
2026-06-18,기타,0,0,0,160000,254350,3157000,2130000,25296740,30998090
2026-06-19,기타,0,0,0,0,156350,2956400,0,24375013,27487763
2026-06-20,기타,0,0,0,130000,141600,3978877,0,13704690,17955167
2026-06-21,기타,0,0,3000,110000,197650,3741400,900000,13289850,18241900
2026-06-22,기타,0,0,0,110000,166250,2797900,600000,29647165,33321315
2026-06-23,기타,0,0,0,0,143200,2803000,910000,32883470,36739670
2026-06-24,기타,0,0,0,0,195680,1899100,1640000,26938920,30673700
2026-06-25,기타,0,0,0,0,146500,2789500,2040000,27522060,32498060
2026-06-26,기타,0,0,0,0,131600,2727600,2610000,24866230,30335430
2026-06-27,기타,0,0,0,0,209650,3823500,740000,14916800,19689950
2026-06-28,기타,0,0,0,227215,169250,3117400,540000,8113175,12167040
2026-06-29,기타,0,0,0,43000,366000,2506600,3010000,21346420,27272020
2026-06-30,기타,0,0,0,60000,355800,3037900,2461000,18936660,24851360
